ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations,name_zh,description_zh
G0013,APT30,"[APT30](https://attack.mitre.org/groups/G0013) is a threat group suspected to be associated with the Chinese government. While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: FireEye APT30)(Citation: Baumgartner Golovkin Naikon 2015)",https://attack.mitre.org/groups/G0013,31 May 2017,29 July 2020,1.1,,,,"(Citation: FireEye APT30),(Citation: FireEye APT30),",APT30,[APT30]（https://attack.mitre.org/groups/g0013）是一个涉嫌与中国政府相关的威胁群体。而[naikon]（https://attack.mitre.org/groups/g0019）与[apt30]（https://attack.mitre.org/groups/g0013）共享某些特征确切匹配。（引用：FireEye APT30）（引文：Baumgartner Golovkin Naikon 2015）
G0050,APT32,"[APT32](https://attack.mitre.org/groups/G0050) is a suspected Vietnam-based threat group that has been active since at least 2014. The group has targeted multiple private sector industries as well as foreign governments, dissidents, and journalists with a strong focus on Southeast Asian countries like Vietnam, the Philippines, Laos, and Cambodia. They have extensively used strategic web compromises to compromise victims.(Citation: FireEye APT32 May 2017)(Citation: Volexity OceanLotus Nov 2017)(Citation: ESET OceanLotus)",https://attack.mitre.org/groups/G0050,14 December 2017,14 October 2021,2.5,"Romain Dumont, ESET","APT-C-00, OceanLotus, SeaLotus","(Citation: ESET OceanLotus)(Citation: Cybereason Oceanlotus May 2017)(Citation: ESET OceanLotus Mar 2019)(Citation: Amnesty Intl. Ocean Lotus February 2021), (Citation: FireEye APT32 May 2017)(Citation: Volexity OceanLotus Nov 2017)(Citation: Cybereason Oceanlotus May 2017)(Citation: ESET OceanLotus Mar 2019)(Citation: Amnesty Intl. Ocean Lotus February 2021), (Citation: Cybereason Oceanlotus May 2017)","(Citation: Volexity OceanLotus Nov 2017),(Citation: Unit 42 KerrDown February 2019),(Citation: Cybereason Cobalt Kitty 2017),(Citation: FireEye APT32 May 2017),(Citation: Volexity Ocean Lotus November 2020),(Citation: Amnesty Intl. Ocean Lotus February 2021),(Citation: Cybereason Oceanlotus May 2017),(Citation: TrendMicro MacOS April 2018),(Citation: Volexity OceanLotus Nov 2017),(Citation: Cybereason Cobalt Kitty 2017),(Citation: FireEye APT32 May 2017),(Citation: ESET OceanLotus),(Citation: GitHub Invoke-Obfuscation),(Citation: Volexity Ocean Lotus November 2020),(Citation: Amnesty Intl. Ocean Lotus February 2021),(Citation: FireEye APT32 April 2020),(Citation: Cybereason Oceanlotus May 2017),(Citation: ESET OceanLotus Mar 2019),(Citation: Twitter ItsReallyNick APT32 pubprn Masquerade),(Citation: Twitter ItsReallyNick Status Update APT32 PubPrn),(Citation: ESET OceanLotus macOS April 2019),",APT32,[APT32]（https://attack.mitre.org/groups/g0050）是一个疑似越南的威胁集团，至少从2014年开始就一直活跃。该集团针对多个私营部门工业以及外国政府以及外国政府，持不同政见者的目标，以及重点关注越南，菲律宾，老挝和柬埔寨等东南亚国家的记者。他们广泛使用战略网络妥协来妥协受害者。
G0064,APT33,"[APT33](https://attack.mitre.org/groups/G0064) is a suspected Iranian threat group that has carried out operations since at least 2013. The group has targeted organizations across multiple industries in the United States, Saudi Arabia, and South Korea, with a particular interest in the aviation and energy sectors. (Citation: FireEye APT33 Sept 2017) (Citation: FireEye APT33 Webinar Sept 2017)",https://attack.mitre.org/groups/G0064,18 April 2018,23 May 2022,1.4,Dragos  Threat  Intelligence,"Elfin, HOLMIUM","(Citation: Symantec Elfin Mar 2019), (Citation: Microsoft Holmium June 2020)","(Citation: Microsoft Holmium June 2020),(Citation: FireEye APT33 Webinar Sept 2017),(Citation: FireEye APT33 Guardrail),(Citation: Symantec Elfin Mar 2019),(Citation: FireEye APT33 Sept 2017),(Citation: Microsoft Holmium June 2020),(Citation: FireEye APT33 Webinar Sept 2017),(Citation: FireEye APT33 Guardrail),(Citation: Symantec Elfin Mar 2019),(Citation: FireEye APT33 Sept 2017),",APT33,[APT33]（https://attack.mitre.org/groups/g0064）是一个疑似伊朗威胁集团，至少自2013年以来一直在开展业务。该集团针对美国多个行业的组织，沙特阿拉伯，沙特阿拉伯，阿拉伯，和韩国，对航空和能源部门特别感兴趣。 （引文：FireEye APT33 2017年9月33日）（引文：FireEye APT33网络研讨会2017年9月）
G0067,APT37,"[APT37](https://attack.mitre.org/groups/G0067) is a North Korean state-sponsored cyber espionage group that has been active since at least 2012. The group has targeted victims primarily in South Korea, but also in Japan, Vietnam, Russia, Nepal, China, India, Romania, Kuwait, and other parts of the Middle East. [APT37](https://attack.mitre.org/groups/G0067) has also been linked to the following campaigns between 2016-2018: Operation Daybreak, Operation Erebus, Golden Time, Evil New Year, Are you Happy?, FreeMilk, North Korean Human Rights, and Evil New Year 2018.(Citation: FireEye APT37 Feb 2018)(Citation: Securelist ScarCruft Jun 2016)(Citation: Talos Group123)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0067,18 April 2018,15 October 2021,2.0,"Valerii Marchuk, Cybersecurity Help s.r.o.","Group123, InkySquid, Reaper, Richochet Chollima, ScarCruft, TEMP.Reaper","(Citation: FireEye APT37 Feb 2018), (Citation: Volexity InkySquid BLUELIGHT August 2021), (Citation: FireEye APT37 Feb 2018), (Citation: CrowdStrike Richochet Chollima September 2021), (Citation: Securelist ScarCruft Jun 2016)(Citation: FireEye APT37 Feb 2018)(Citation: Securelist ScarCruft May 2019), (Citation: FireEye APT37 Feb 2018)","(Citation: Volexity InkySquid BLUELIGHT August 2021),(Citation: Talos NavRAT May 2018),(Citation: Unit 42 Nokki Oct 2018),(Citation: Securelist ScarCruft May 2019),(Citation: Talos Group123),(Citation: FireEye APT37 Feb 2018),(Citation: Volexity InkySquid BLUELIGHT August 2021),(Citation: Volexity InkySquid RokRAT August 2021),(Citation: Securelist ScarCruft Jun 2016),(Citation: Securelist ScarCruft May 2019),(Citation: Talos Group123),(Citation: FireEye APT37 Feb 2018),",APT37,"[apt37]（https://attack.mitre.org/groups/g0067）是一个朝鲜州立州立国家/地区的网络间谍组织，至少从2012年开始就一直活跃。该集团主要针对韩国的受害者，但也针对受害者。日本，越南，俄罗斯，尼泊尔，中国，印度，罗马尼亚，科威特和中东其他地区。 [apt37]（https://attack.mitre.org/groups/g0067）也与2016-2018之间的以下广告系列相关联：黎明人行动，Erebus行动，Erebus，Golden Time，New Year，New Year，您快乐吗？ ，朝鲜人权和2018年邪恶的新年。

已知朝鲜集团的定义具有显着重叠，一些安全研究人员报告了所有朝鲜国家赞助的网络活动，名称为[Lazarus Group]（https://attack.mitre.mitre.org/groups/g0032），而不是跟踪集群。或子组。"
G0082,APT38,"[APT38](https://attack.mitre.org/groups/G0082) is a North Korean state-sponsored threat group that specializes in financial cyber operations; it has been attributed to the Reconnaissance General Bureau.(Citation: CISA AA20-239A BeagleBoyz August 2020) Active since at least 2014, [APT38](https://attack.mitre.org/groups/G0082) has targeted banks, financial institutions, casinos, cryptocurrency exchanges, SWIFT system endpoints, and ATMs in at least 38 countries worldwide. Significant operations include the 2016 Bank of Bangladesh heist, during which [APT38](https://attack.mitre.org/groups/G0082) stole $81 million, as well as attacks against Bancomext (2018) and Banco de Chile (2018); some of their attacks have been destructive.(Citation: CISA AA20-239A BeagleBoyz August 2020)(Citation: FireEye APT38 Oct 2018)(Citation: DOJ North Korea Indictment Feb 2021)(Citation: Kaspersky Lazarus Under The Hood Blog 2017)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0082,29 January 2019,18 January 2022,2.0,,"BeagleBoyz, Bluenoroff, NICKEL GLADSTONE, Stardust Chollima","(Citation: CISA AA20-239A BeagleBoyz August 2020), (Citation: Kaspersky Lazarus Under The Hood Blog 2017), (Citation: SecureWorks NICKEL GLADSTONE profile Sept 2021), (Citation: CrowdStrike Stardust Chollima Profile April 2018)(Citation: CrowdStrike GTR 2021 June 2021)","(Citation: ESET Lazarus KillDisk April 2018),(Citation: FireEye APT38 Oct 2018),(Citation: CISA AA20-239A BeagleBoyz August 2020),(Citation: ESET Lazarus KillDisk April 2018),(Citation: FireEye APT38 Oct 2018),(Citation: Kaspersky Lazarus Under The Hood APR 2017),(Citation: CISA AA20-239A BeagleBoyz August 2020),",APT38,"[APT38]（https://attack.mitre.org/groups/g0082）是一个专门从事金融网络运营的朝鲜国家赞助的威胁集团；它归因于侦察将军局。全球至少38个国家 /地区的机构，赌场，加密货币交流，迅速的系统终点和自动取款机。重要的行动包括2016年孟加拉国抢劫案，在此期间[APT38]（https://attack.mitre.org/groups/g0082）偷走了8100万美元，以及对Bancomext（2018）和Banco de Chile（2018）的攻击（2018年） ;他们的一些攻击是破坏性的。

已知朝鲜集团的定义具有显着重叠，一些安全研究人员报告了所有朝鲜国家赞助的网络活动，名称为[Lazarus Group]（https://attack.mitre.mitre.org/groups/g0032），而不是跟踪集群。或子组。"
G0087,APT39,"[APT39](https://attack.mitre.org/groups/G0087) is one of several names for cyber espionage activity conducted by the Iranian Ministry of Intelligence and Security (MOIS) through the front company Rana Intelligence Computing since at least 2014. [APT39](https://attack.mitre.org/groups/G0087) has primarily targeted the travel, hospitality, academic, and telecommunications industries in Iran and across Asia, Africa, Europe, and North America to track individuals and entities considered to be a threat by the MOIS.(Citation: FireEye APT39 Jan 2019)(Citation: Symantec Chafer Dec 2015)(Citation: FBI FLASH APT39 September 2020)(Citation: Dept. of Treasury Iran Sanctions September 2020)(Citation: DOJ Iran Indictments September 2020)",https://attack.mitre.org/groups/G0087,19 February 2019,02 September 2022,3.1,,"Chafer, ITG07, Remix Kitten","Activities associated with APT39 largely align with a group publicly referred to as Chafer.(Citation: FireEye APT39 Jan 2019)(Citation: Symantec Chafer Dec 2015)(Citation: Dark Reading APT39 JAN 2019)(Citation: FBI FLASH APT39 September 2020)(Citation: Dept. of Treasury Iran Sanctions September 2020)(Citation: DOJ Iran Indictments September 2020), (Citation: FBI FLASH APT39 September 2020)(Citation: Dept. of Treasury Iran Sanctions September 2020)(Citation: DOJ Iran Indictments September 2020), (Citation: Crowdstrike GTR2020 Mar 2020)","(Citation: Symantec Chafer Dec 2015),(Citation: Unit 42 MechaFlounder March 2019),(Citation: Symantec Chafer February 2018),(Citation: FBI FLASH APT39 September 2020),(Citation: Dark Reading APT39 JAN 2019),(Citation: BitDefender Chafer May 2020),(Citation: Securelist Remexi Jan 2019),(Citation: FireEye APT39 Jan 2019),(Citation: Symantec Chafer Dec 2015),(Citation: Symantec Chafer February 2018),(Citation: FBI FLASH APT39 September 2020),(Citation: BitDefender Chafer May 2020),(Citation: IBM ITG07 June 2019),(Citation: FireEye APT39 Jan 2019),",APT39,[apt39]（https://attack.mitre.org/groups/g0087）是伊朗情报与安全部（MOIS）通过Front Company Rana Intelligence Computing自2014年以来由伊朗情报与安全部（MOIS）进行的网络间谍活动的几个名称之一。 Mois被认为是威胁。伊朗起诉书2020年9月）
G0096,APT41,"[APT41](https://attack.mitre.org/groups/G0096) is a threat group that researchers have assessed as Chinese state-sponsored espionage group that also conducts financially-motivated operations. Active since at least 2012, [APT41](https://attack.mitre.org/groups/G0096) has been observed targeting healthcare, telecom, technology, and video game industries in 14 countries. [APT41](https://attack.mitre.org/groups/G0096) overlaps at least partially with public reporting on groups including BARIUM and [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: FireEye APT41 Aug 2019)(Citation: Group IB APT 41 June 2021)
",https://attack.mitre.org/groups/G0096,23 September 2019,02 June 2022,3.0,"Kyaw Pyiyt Htet, @KyawPyiytHtet",Wicked Panda,(Citation: Crowdstrike GTR2020 Mar 2020),"(Citation: FireEye APT41 March 2020),(Citation: Recorded Future RedEcho Feb 2021),(Citation: Group IB APT 41 June 2021),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: FireEye MESSAGETAP October 2019),(Citation: FireEye APT41 Aug 2019),(Citation: FireEye APT41 March 2020),(Citation: Group IB APT 41 June 2021),(Citation: Twitter ItsReallyNick APT41 EK),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: FireEye APT41 Aug 2019),",APT41,"[apt41]（https://attack.mitre.org/groups/g0096）是一个威胁小组，研究人员评估为中国国家赞助的间谍组织，该组织也从事财务动机的运营。至少从2012年开始，已经观察到[APT41]（https://attack.mitre.org/groups/g0096），以14个国家/地区的医疗保健，电信，技术和视频游戏行业为目标。 [apt41]（https://attack.mitre.org/groups/g0096）至少部分与包括Barium和[Winnti Group]在内的小组（https://attack.mitre.mitre.mitre.mitre.org/groups/groups/g0044）的集团的公开报告重叠。 （引文：FireEye APT41 2019年8月41日）（引文：IB集团APT 41 2021年6月41日）
"
G0130,Ajax Security Team,[Ajax Security Team](https://attack.mitre.org/groups/G0130) is a group that has been active since at least 2010 and believed to be operating out of Iran. By 2014 [Ajax Security Team](https://attack.mitre.org/groups/G0130) transitioned from website defacement operations to malware-based cyber espionage campaigns targeting the US defense industrial base and Iranian users of anti-censorship technologies.(Citation: FireEye Operation Saffron Rose 2013),https://attack.mitre.org/groups/G0130,14 April 2021,17 December 2021,1.0,,"AjaxTM, Flying Kitten, Operation Saffron Rose, Operation Woolen-Goldfish, Rocket Kitten","(Citation: FireEye Operation Saffron Rose 2013), (Citation: CrowdStrike Flying Kitten ), (Citation: FireEye Operation Saffron Rose 2013), Analysis of infrastructure, tools, and modes of operation revealed a potential relationship between [Ajax Security Team](https://attack.mitre.org/groups/G0130) and the campaign Operation Woolen-Goldfish.(Citation: Check Point Rocket Kitten)(Citation: TrendMicro Operation Woolen Goldfish March 2015), Analysis of infrastructure, tools, and modes of operation revealed a potential relationship between [Ajax Security Team](https://attack.mitre.org/groups/G0130) and Rocket Kitten.(Citation: Check Point Rocket Kitten)(Citation: IranThreats Kittens Dec 2017)","(Citation: Check Point Rocket Kitten),(Citation: FireEye Operation Saffron Rose 2013),(Citation: Check Point Rocket Kitten),",AJAX安全团队,[AJAX安全团队]（https://attack.mitre.org/groups/g0130）是一个至少自2010年以来一直活跃的小组，据信是在伊朗工作。到2014年[AJAX安全团队]（https://attack.mitre.org/groups/g0130）从网站污损操作过渡到针对美国国防工业基础和反审计技术的伊朗人使用的基于恶意软件的网络间谍活动（（引用：FireEye操作藏红花玫瑰2013）
G0138,Andariel,"[Andariel](https://attack.mitre.org/groups/G0138) is a North Korean state-sponsored threat group that has been active since at least 2009. [Andariel](https://attack.mitre.org/groups/G0138) has primarily focused its operations--which have included destructive attacks--against South Korean government agencies, military organizations, and a variety of domestic companies; they have also conducted cyber financial operations against ATMs, banks, and cryptocurrency exchanges. [Andariel](https://attack.mitre.org/groups/G0138)'s notable activity includes Operation Black Mine, Operation GoldenAxe, and Campaign Rifle.(Citation: FSI Andariel Campaign Rifle July 2017)(Citation: IssueMakersLab Andariel GoldenAxe May 2017)(Citation: AhnLab Andariel Subgroup of Lazarus June 2018)(Citation: TrendMicro New Andariel Tactics July 2018)(Citation: CrowdStrike Silent Chollima Adversary September 2021)

[Andariel](https://attack.mitre.org/groups/G0138) is considered a sub-set of [Lazarus Group](https://attack.mitre.org/groups/G0032), and has been attributed to North Korea's Reconnaissance General Bureau.(Citation: Treasury North Korean Cyber Groups September 2019)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0138,29 September 2021,24 May 2022,1.0,Kyoung-ju Kwak (S2W),Silent Chollima,(Citation: CrowdStrike Silent Chollima Adversary September 2021),"(Citation: AhnLab Andariel Subgroup of Lazarus June 2018),(Citation: Kaspersky Andariel Ransomware June 2021),(Citation: MalwareBytes Lazarus-Andariel Conceals Code April 2021),(Citation: AhnLab Andariel Subgroup of Lazarus June 2018),(Citation: FSI Andariel Campaign Rifle July 2017),(Citation: TrendMicro New Andariel Tactics July 2018),(Citation: IssueMakersLab Andariel GoldenAxe May 2017),",安达里尔,"[Andariel]（https://attack.mitre.org/groups/g0138）是一个至少2009年以来一直活跃的朝鲜州政府威胁小组（Andariel]（https：//attack.mitre.orgg/）组/G0138）主要集中于其业务（包括破坏性攻击），包括韩国政府机构，军事组织和各种国内公司；他们还针对自动取款机，银行和加密货币交易所进行了网络财务运营。 [Andariel]（https://attack.mitre.org/groups/g0138）的著名活动包括黑色矿山，Goldenaxe和竞选步枪行动。（引用：FSI Andariel竞选步枪2017年7月） 2017年5月）（引文：拉撒路（Lazarus）的Ahnlab Andariel子组（2018年6月）（引文：TrendMicro New Andariel Tactics 2018年7月）（引文：CrowdStrike Silent Chollima Chollima对手2021年9月）

[Andariel]（https://attack.mitre.org/groups/g0138）被认为是[lazarus group]的子set（https://attack.mitre.mitre.org/groups/g0032），并已归因于朝鲜侦察将军局（引文：美国国债朝鲜网络集团2019年9月）

已知朝鲜集团的定义具有显着重叠，一些安全研究人员报告了所有朝鲜国家赞助的网络活动，名称为[Lazarus Group]（https://attack.mitre.mitre.org/groups/g0032），而不是跟踪集群。或子组。"
G1007,Aoqin Dragon,"[Aoqin Dragon](https://attack.mitre.org/groups/G1007) is a suspected Chinese cyber espionage threat group that has been active since at least 2013. [Aoqin Dragon](https://attack.mitre.org/groups/G1007) has primarily targeted government, education, and telecommunication organizations in Australia, Cambodia, Hong Kong, Singapore, and Vietnam. Security researchers noted a potential association between [Aoqin Dragon](https://attack.mitre.org/groups/G1007) and UNC94, based on malware, infrastructure, and targets.(Citation: SentinelOne Aoqin Dragon June 2022)",https://attack.mitre.org/groups/G1007,14 July 2022,21 October 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan , NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: SentinelOne Aoqin Dragon June 2022),(Citation: SentinelOne Aoqin Dragon June 2022),",Aoqin Dragon,[aoqin dragon]（https://attack.mitre.org/groups/g1007）是一个疑似的中国网络间谍组织威胁小组，至少从2013年开始就一直活跃。 /组/G1007）主要针对澳大利亚，柬埔寨，香港，新加坡和越南的政府，教育和电信组织。安全研究人员注意到[AOQIN DRAGON]（https://attack.mitre.org/groups/g1007）与基于恶意软件，基础架构和目标的UNC94之间的潜在关联。
G0143,Aquatic Panda,"[Aquatic Panda](https://attack.mitre.org/groups/G0143) is a suspected China-based threat group with a dual mission of intelligence collection and industrial espionage. Active since at least May 2020, [Aquatic Panda](https://attack.mitre.org/groups/G0143) has primarily targeted entities in the telecommunications, technology, and government sectors.(Citation: CrowdStrike AQUATIC PANDA December 2021)",https://attack.mitre.org/groups/G0143,18 January 2022,29 June 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; NST Assure Research Team, NetSentries Technologies; Pooja Natarajan, NEC Corporation India",,,"(Citation: CrowdStrike AQUATIC PANDA December 2021),(Citation: CrowdStrike AQUATIC PANDA December 2021),",水生熊猫,[Aquatic Panda]（https://attack.mitre.org/groups/g0143）是一个可疑的基于中国的威胁集团，具有双重的情报收集和工业间谍活动。至少从2020年5月起就活跃，[Aquatic Panda]（https://attack.mitre.org/groups/g0143）主要针对电信，技术和政府部门的实体。
